,place_id,licence,osm_type,osm_id,boundingbox,lat,lon,display_name,class,type,importance,icon
138422,197372998.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,423032314.0,"['-10.0669455', '-10.0658327', '-78.1504122', '-78.1489642']",-10.0663776,-78.1496983605529,"Inca Garcilazo de la Vega, Avenida Garcilaso de la Vega, La Victoria, Huarmey, Ancash, Perú",amenity,school,0.501,https://nominatim.openstreetmap.org/ui/mapicons//education_school.p.20.png
206001,159934199.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,237397663.0,"['-9.9514786', '-9.9495932', '-76.2532233', '-76.2508353']",-9.9508079,-76.2523191,"Jirón Javier Pulgar Vidal, Cayhuayna, Pillco Marca, Huánuco, 10001, Perú",highway,residential,0.4,
153847,195857193.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,413025634.0,"['-12.0578902', '-12.0578514', '-77.0392517', '-77.0392477']",-12.0578902,-77.0392477,"Washington, Santa Beatriz, Lima, Lima Metropolitana, Lima, BREÑA 15082, Perú",highway,tertiary,0.1999999999999999,
165190,115837959.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,53832056.0,"['-12.055035', '-12.0542454', '-77.0598363', '-77.059551']",-12.0548117,-77.0597552,"Santiago Tavara, Lima, Lima Metropolitana, Lima, 15081, Perú",highway,residential,0.3,
11813,196925764.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,420668873.0,"['-12.0606874', '-12.0601822', '-77.0739421', '-77.0729591']",-12.06043705,-77.07368313380334,"Y, Santa Justina, Conjunto Habitacional Palomino, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",building,residential,0.101,
38681,121446949.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,91568609.0,"['-12.043612', '-12.0430107', '-77.072564', '-77.0655281']",-12.0432818,-77.0687816,"Calle Maquinarias, Primero de Setiembre, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,tertiary,0.1999999999999999,
106213,115564049.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,53833400.0,"['-12.0520779', '-12.0520306', '-77.0596069', '-77.0595845']",-12.0520779,-77.0596069,"Sicuani, Lima, Lima Metropolitana, Lima, 15082, Perú",highway,footway,0.1749999999999999,
140818,138605901.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,160393803.0,"['-12.0382743', '-12.0382627', '-77.0660422', '-77.0659567']",-12.0382743,-77.0659567,"Enrique Meiggs, Primero de Setiembre, Lima, Lima Metropolitana, Lima, 15101, Perú",highway,tertiary,0.3,
160632,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
161180,199428812.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,435381835.0,"['-12.053747', '-12.0537424', '-77.0565869', '-77.0563755']",-12.0537424,-77.0565869,"Cutervo, Lima, Lima Metropolitana, Lima, 15082, Perú",highway,residential,0.1999999999999999,
237874,329061497.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1022102682.0,"['-12.0532988', '-12.0507416', '-77.0321499', '-77.0303866']",-12.0518007,-77.0310873,"Jirón Azángaro, Lima, Lima Metropolitana, Lima, LIMA 01, Perú",highway,residential,0.0999999999999999,
36155,131419888.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129897418.0,"['-12.058434', '-12.0582494', '-77.0246019', '-77.0242796']",-12.0582494,-77.0246019,"Nicolas de Pierola, Quinta Olavide, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,secondary,0.4,
48187,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
231632,115264010.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,53832049.0,"['-12.053746', '-12.0525681', '-77.0608185', '-77.0603321']",-12.0525681,-77.0603321,"Yauli, Lima, Lima Metropolitana, Lima, 15081, Perú",highway,residential,0.1999999999999999,
18114,169569475.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,280881745.0,"['-12.0603711', '-12.0588227', '-77.007319', '-77.0065242']",-12.0596123,-77.0070184,"Inca Garcilaso de la Vega, Manzanilla, Lima, Lima Metropolitana, Lima, 15004, Perú",highway,primary,0.6,
34648,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
34655,325659692.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1011544038.0,"['-12.045502', '-12.0436012', '-77.0323594', '-77.0309987']",-12.0445577,-77.0316859,"Jirón Camaná, Lima, Lima Metropolitana, Lima, 15001, Perú",highway,residential,0.0999999999999999,
40041,198677427.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,427903900.0,"['-12.0542454', '-12.0539096', '-77.059551', '-77.059418']",-12.0539096,-77.059418,"Sullana, Lima, Lima Metropolitana, Lima, 15081, Perú",highway,residential,0.1999999999999999,
40069,195857193.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,413025634.0,"['-12.0578902', '-12.0578514', '-77.0392517', '-77.0392477']",-12.0578902,-77.0392477,"Washington, Santa Beatriz, Lima, Lima Metropolitana, Lima, BREÑA 15082, Perú",highway,tertiary,0.1999999999999999,
40340,141553671.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,169399527.0,"['-12.0344924', '-12.0344089', '-77.0205435', '-77.0204197']",-12.0344439,-77.020483,"Arica, Urbanización Piedra Liza, Rímac, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,living_street,0.1999999999999999,
40774,169355576.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279864813.0,"['-12.0448407', '-12.044604', '-77.0214338', '-77.0202863']",-12.044618,-77.0208801,"Jirón Paruro, Barrios Altos, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,secondary_link,0.1749999999999999,
41076,115264010.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,53832049.0,"['-12.053746', '-12.0525681', '-77.0608185', '-77.0603321']",-12.0525681,-77.0603321,"Yauli, Lima, Lima Metropolitana, Lima, 15081, Perú",highway,residential,0.1999999999999999,
105753,81320168.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,521700862.0,"['-12.048388814141', '-12.048288814141', '-77.064159286869', '-77.064059286869']",-12.048338814141417,-77.06410928686869,"1629, Avenida Óscar Raimundo Benavides, Mirones, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",place,house,0.311,
140028,169355576.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279864813.0,"['-12.0448407', '-12.044604', '-77.0214338', '-77.0202863']",-12.044618,-77.0208801,"Jirón Paruro, Barrios Altos, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,secondary_link,0.1749999999999999,
140177,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
140757,195652192.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,412296083.0,"['-12.0589561', '-12.0566942', '-77.0302442', '-77.0299341']",-12.0578131,-77.0300903,"Avenida Abancay, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,primary,0.1999999999999999,
140986,169355576.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279864813.0,"['-12.0448407', '-12.044604', '-77.0214338', '-77.0202863']",-12.044618,-77.0208801,"Jirón Paruro, Barrios Altos, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,secondary_link,0.1749999999999999,
170058,49534681.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4347817310.0,"['-12.0722014', '-12.0721014', '-77.040211', '-77.040111']",-12.0721514,-77.040161,"Centro de salud Pablo Bermudes, Jirón Pablo Bermudez, Jesús María, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",amenity,social_facility,0.201,
173378,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
174687,269458739.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,892588928.0,"['-12.0685581', '-12.0685285', '-77.0778982', '-77.0777345']",-12.0685522,-77.0778049,"Avenida Mariano Cornejo, Pueblo Libre, Lima, Lima Metropolitana, Lima, L32, Perú",highway,secondary,0.3,
180175,49534681.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4347817310.0,"['-12.0722014', '-12.0721014', '-77.040211', '-77.040111']",-12.0721514,-77.040161,"Centro de salud Pablo Bermudes, Jirón Pablo Bermudez, Jesús María, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",amenity,social_facility,0.201,
196419,115572555.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,55489833.0,"['-12.053103', '-12.0526475', '-77.0743394', '-77.0709658']",-12.053103,-77.0725782,"Elvira García y García, Unidad Vecinal de Mirones, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,residential,0.3,
209068,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
210950,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
211933,81320407.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,521704384.0,"['-12.050115714035', '-12.050015714035', '-77.076292053383', '-77.076192053383']",-12.050065714035089,-77.07624205338345,"2656, Avenida Óscar Raimundo Benavides, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",place,house,0.311,
212880,169355576.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279864813.0,"['-12.0448407', '-12.044604', '-77.0214338', '-77.0202863']",-12.044618,-77.0208801,"Jirón Paruro, Barrios Altos, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,secondary_link,0.1749999999999999,
213480,179015680.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,324602958.0,"['-12.0564135', '-12.0541472', '-77.0617327', '-77.0614518']",-12.0553781,-77.061669,"Avenida Naciones Unidas, Lima, Lima Metropolitana, Lima, 15081, Perú",highway,secondary,0.4,
215993,49534681.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4347817310.0,"['-12.0722014', '-12.0721014', '-77.040211', '-77.040111']",-12.0721514,-77.040161,"Centro de salud Pablo Bermudes, Jirón Pablo Bermudez, Jesús María, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",amenity,social_facility,0.201,
221083,106586195.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,24252802.0,"['-12.0475809', '-12.0439409', '-77.0353835', '-77.0326844']",-12.0457952,-77.0340724,"Jirón Cailloma, Monserrate, Lima, Lima Metropolitana, Lima, 15001, Perú",highway,residential,0.1999999999999999,
225896,118007676.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71187048.0,"['-12.0356652', '-12.0353706', '-77.087326', '-77.0811829']",-12.0355075,-77.0844682,"Puno, Perú VI Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 07006, Perú",highway,residential,0.1999999999999999,
228753,131419888.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129897418.0,"['-12.058434', '-12.0582494', '-77.0246019', '-77.0242796']",-12.0582494,-77.0246019,"Nicolas de Pierola, Quinta Olavide, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,secondary,0.4,
228930,199820677.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,436933242.0,"['-12.0660222', '-12.0656998', '-77.0367794', '-77.0366104']",-12.0658575,-77.03670047329905,"INEI Lima - Sede Hernán Velarde, 275, Jirón Hernán Velarde, Santa Beatriz, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",office,government,0.101,
236189,329061497.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1022102682.0,"['-12.0532988', '-12.0507416', '-77.0321499', '-77.0303866']",-12.0518007,-77.0310873,"Jirón Azángaro, Lima, Lima Metropolitana, Lima, LIMA 01, Perú",highway,residential,0.0999999999999999,
23205,131419888.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129897418.0,"['-12.058434', '-12.0582494', '-77.0246019', '-77.0242796']",-12.0582494,-77.0246019,"Nicolas de Pierola, Quinta Olavide, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,secondary,0.4,
45181,121666755.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,91568650.0,"['-12.0482836', '-12.0475361', '-77.0723123', '-77.0650482']",-12.0478592,-77.068151,"Guillermo Dansey, Mirones, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,residential,0.3,
45406,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
45473,169355576.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279864813.0,"['-12.0448407', '-12.044604', '-77.0214338', '-77.0202863']",-12.044618,-77.0208801,"Jirón Paruro, Barrios Altos, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,secondary_link,0.1749999999999999,
153830,269458739.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,892588928.0,"['-12.0685581', '-12.0685285', '-77.0778982', '-77.0777345']",-12.0685522,-77.0778049,"Avenida Mariano Cornejo, Pueblo Libre, Lima, Lima Metropolitana, Lima, L32, Perú",highway,secondary,0.3,
160121,160082693.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,238266152.0,"['-12.0680683', '-12.0654454', '-77.0757936', '-77.0755193']",-12.066419,-77.0757533,"Santa Barbara, Pueblo Libre, Lima, Lima Metropolitana, Lima, 150121, Perú",highway,residential,0.3,
221883,118276762.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71187247.0,"['-12.0322449', '-12.0321198', '-77.0868279', '-77.0860383']",-12.0321929,-77.0863666,"Ayacucho, Perú VI Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 51131, Perú",highway,residential,0.1999999999999999,
8522,213093063.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,521127844.0,"['-12.0465693', '-12.0442749', '-77.0768068', '-77.0516052']",-12.0454337,-77.0639926,"Avenida Argentina, Callao, Lima, Lima Metropolitana, Callao, 15079, Perú",highway,secondary,0.1999999999999999,
36130,169569475.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,280881745.0,"['-12.0603711', '-12.0588227', '-77.007319', '-77.0065242']",-12.0596123,-77.0070184,"Inca Garcilaso de la Vega, Manzanilla, Lima, Lima Metropolitana, Lima, 15004, Perú",highway,primary,0.6,
36331,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
36906,193024001.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,396972135.0,"['-12.0367666', '-12.0360753', '-77.0395529', '-77.0387197']",-12.0363637,-77.03925396666772,"Institución Educativa 3010 Ramon Castilla, 342, Jirón Ramón Castilla, Huascarán, Rímac, Lima, Lima Metropolitana, Lima, 15094, Perú",amenity,school,0.201,https://nominatim.openstreetmap.org/ui/mapicons//education_school.p.20.png
37042,119364184.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,77861317.0,"['-12.0420555', '-12.0418536', '-77.0626983', '-77.060252']",-12.0419581,-77.0615056,"José M.Rodriguez, Primero de Setiembre, Lima, Lima Metropolitana, Lima, LIMA31, Perú",highway,residential,0.3,
37100,141553671.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,169399527.0,"['-12.0344924', '-12.0344089', '-77.0205435', '-77.0204197']",-12.0344439,-77.020483,"Arica, Urbanización Piedra Liza, Rímac, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,living_street,0.1999999999999999,
37745,118062049.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71185482.0,"['-12.032326', '-12.0321246', '-77.084371', '-77.0825024']",-12.0322331,-77.0831998,"Huancavelica, Perú III Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 51131, Perú",highway,residential,0.1999999999999999,
37841,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
43660,113289892.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,44629248.0,"['-12.037962', '-12.036785', '-77.0774075', '-77.0664381']",-12.0370665,-77.0722533,"Mariano Angulo, Mirones Bajo, Lima, Lima Metropolitana, Lima, 15101, Perú",highway,residential,0.3,
44013,131419888.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129897418.0,"['-12.058434', '-12.0582494', '-77.0246019', '-77.0242796']",-12.0582494,-77.0246019,"Nicolas de Pierola, Quinta Olavide, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,secondary,0.4,
44076,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
44157,169569475.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,280881745.0,"['-12.0603711', '-12.0588227', '-77.007319', '-77.0065242']",-12.0596123,-77.0070184,"Inca Garcilaso de la Vega, Manzanilla, Lima, Lima Metropolitana, Lima, 15004, Perú",highway,primary,0.6,
44542,176363660.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,312328982.0,"['-12.0411414', '-12.0411318', '-77.065723', '-77.0656438']",-12.0411414,-77.065723,"Teniente Pedro Garezon, Primero de Setiembre, Lima, Lima Metropolitana, Lima, 15101, Perú",highway,residential,0.4,
104045,118066471.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71186719.0,"['-12.0341387', '-12.0337263', '-77.0859537', '-77.0791148']",-12.0337491,-77.0819646,"Arequipa, Perú VI Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 51131, Perú",highway,residential,0.1999999999999999,
104171,213093063.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,521127844.0,"['-12.0465693', '-12.0442749', '-77.0768068', '-77.0516052']",-12.0454337,-77.0639926,"Avenida Argentina, Callao, Lima, Lima Metropolitana, Callao, 15079, Perú",highway,secondary,0.1999999999999999,
104248,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
104331,131419888.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129897418.0,"['-12.058434', '-12.0582494', '-77.0246019', '-77.0242796']",-12.0582494,-77.0246019,"Nicolas de Pierola, Quinta Olavide, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,secondary,0.4,
104348,201717146.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,445809700.0,"['-12.0559126', '-12.0540534', '-77.0736296', '-77.073091']",-12.0553846,-77.0735604,"Jirón Victorino Laynez, Mirones, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,residential,0.3,
104494,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
104558,118067278.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71186717.0,"['-12.035188', '-12.0348506', '-77.0864257', '-77.0782289']",-12.034869,-77.0823605,"Cusco, Perú VI Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 07006, Perú",highway,residential,0.1999999999999999,
141683,126368772.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,111885939.0,"['-12.0624051', '-12.05953', '-77.0655614', '-77.0651656']",-12.0610283,-77.0652946,"Avenida Manuel Casos, Urbanizacion Las Brisas, Lima, Lima Metropolitana, Lima, 15081, Perú",highway,residential,0.3,
141690,169569475.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,280881745.0,"['-12.0603711', '-12.0588227', '-77.007319', '-77.0065242']",-12.0596123,-77.0070184,"Inca Garcilaso de la Vega, Manzanilla, Lima, Lima Metropolitana, Lima, 15004, Perú",highway,primary,0.6,
141775,106586195.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,24252802.0,"['-12.0475809', '-12.0439409', '-77.0353835', '-77.0326844']",-12.0457952,-77.0340724,"Jirón Cailloma, Monserrate, Lima, Lima Metropolitana, Lima, 15001, Perú",highway,residential,0.1999999999999999,
156233,77105852.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440442652.0,"['-12.041800005051', '-12.041700005051', '-77.0438661', '-77.0437661']",-12.041750005050504,-77.0438161,"1138, Jirón Huancavelica, Monserrate, Lima, Lima Metropolitana, Lima, UNIVERSIDAD NACIONAL FEDERICO VILLARREAL, Perú",place,house,0.211,
156789,169569475.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,280881745.0,"['-12.0603711', '-12.0588227', '-77.007319', '-77.0065242']",-12.0596123,-77.0070184,"Inca Garcilaso de la Vega, Manzanilla, Lima, Lima Metropolitana, Lima, 15004, Perú",highway,primary,0.6,
161617,49534681.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4347817310.0,"['-12.0722014', '-12.0721014', '-77.040211', '-77.040111']",-12.0721514,-77.040161,"Centro de salud Pablo Bermudes, Jirón Pablo Bermudez, Jesús María, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",amenity,social_facility,0.201,
167054,169355576.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279864813.0,"['-12.0448407', '-12.044604', '-77.0214338', '-77.0202863']",-12.044618,-77.0208801,"Jirón Paruro, Barrios Altos, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,secondary_link,0.1749999999999999,
167708,129256953.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,121289997.0,"['-12.0506094', '-12.0505976', '-77.0810409', '-77.0808025']",-12.0506094,-77.0808025,"Avenida Colonial, Lima, Lima Metropolitana, Lima, CALLAO 02, Perú",highway,primary_link,0.1749999999999999,
175570,126436610.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,111965538.0,"['-12.0577284', '-12.0551402', '-77.0692571', '-77.0685169']",-12.0562604,-77.0688447,"Jirón Roberto Thorndike Galup, Urbanizacion Las Brisas, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,tertiary,0.4,
185765,118276762.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71187247.0,"['-12.0322449', '-12.0321198', '-77.0868279', '-77.0860383']",-12.0321929,-77.0863666,"Ayacucho, Perú VI Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 51131, Perú",highway,residential,0.1999999999999999,
192442,118007676.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,71187048.0,"['-12.0356652', '-12.0353706', '-77.087326', '-77.0811829']",-12.0355075,-77.0844682,"Puno, Perú VI Zona, San Martín de Porres, Lima, Lima Metropolitana, Lima, 07006, Perú",highway,residential,0.1999999999999999,
192793,198213735.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,427903894.0,"['-12.0525611', '-12.0522464', '-77.0581802', '-77.0580515']",-12.0525611,-77.0581802,"Clorinda Matto de Turner, Lima, Lima Metropolitana, Lima, 15082, Perú",highway,residential,0.5,
195735,198257454.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,427903898.0,"['-12.0537175', '-12.0536601', '-77.0661478', '-77.0654695']",-12.0536601,-77.0657713,"José del Carmen Saco, Mirones, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,residential,0.4,
